  0,   8,  18,  28,  39,  50,  60,  73,  86,  98, 109, 121, 133, 144, 155, 166, 176, 186, 195, 202, 209, 215, 220, 226, 232, 238, 243, 248, 251, 254, 255, 255, 255, 
  0,   8,  18,  28,  39,  50,  60,  73,  85,  96, 108, 120, 131, 142, 154, 164, 175, 185, 193, 201, 208, 214, 220, 226, 231, 237, 243, 248, 251, 254, 255, 255, 255, 
  0,   1,  16,  25,  36,  47,  57,  70,  82,  94, 105, 116, 127, 139, 150, 161, 171, 181, 190, 198, 205, 212, 217, 223, 229, 235, 241, 246, 250, 253, 255, 255, 255, 
  0,   3,  14,  24,  35,  46,  57,  68,  79,  90, 102, 113, 125, 136, 148, 158, 169, 179, 188, 197, 204, 210, 216, 222, 228, 234, 240, 246, 250, 253, 255, 255, 255, 
  0,   1,  12,  22,  32,  44,  54,  65,  77,  88, 100, 112, 122, 135, 145, 156, 167, 177, 187, 195, 202, 209, 215, 221, 227, 234, 239, 245, 250, 253, 255, 255, 255, 
  0,   0,  10,  21,  29,  40,  52,  63,  74,  86,  97, 108, 120, 131, 142, 153, 164, 175, 184, 192, 201, 207, 214, 220, 226, 232, 238, 245, 249, 252, 254, 255, 255, 
  0,   0,   5,  18,  27,  38,  48,  59,  71,  82,  94, 104, 116, 127, 138, 149, 160, 170, 180, 189, 197, 204, 211, 217, 223, 230, 236, 243, 248, 252, 254, 255, 255, 
  0,   0,   0,  14,  24,  35,  45,  56,  67,  78,  90, 101, 112, 123, 134, 145, 156, 167, 177, 186, 195, 202, 209, 216, 222, 228, 236, 242, 247, 251, 254, 255, 255, 
  0,   0,   0,  10,  22,  32,  43,  52,  64,  75,  87,  98, 109, 121, 132, 143, 154, 165, 175, 184, 193, 201, 208, 214, 221, 228, 235, 241, 247, 251, 254, 255, 255, 
  0,   0,   0,   7,  20,  29,  39,  50,  60,  72,  84,  95, 106, 118, 129, 140, 151, 162, 172, 182, 191, 199, 206, 213, 219, 226, 233, 240, 246, 251, 254, 255, 255, 
  0,   0,   0,   0,  15,  25,  35,  46,  57,  68,  80,  91, 102, 114, 125, 137, 148, 159, 169, 180, 188, 197, 205, 211, 218, 225, 232, 239, 245, 250, 253, 255, 255, 
  0,   0,   0,   0,  14,  24,  34,  45,  56,  65,  76,  88, 100, 112, 123, 134, 144, 156, 167, 177, 186, 195, 203, 210, 217, 224, 231, 238, 245, 250, 253, 255, 255, 
  0,   0,   0,   0,  11,  22,  31,  43,  53,  63,  73,  85,  96, 108, 119, 130, 141, 152, 163, 174, 183, 192, 200, 208, 215, 221, 229, 236, 244, 249, 253, 255, 255, 
  0,   0,   0,   0,   9,  20,  29,  39,  50,  60,  71,  81,  93, 104, 116, 127, 137, 149, 160, 171, 181, 189, 198, 206, 213, 220, 228, 236, 243, 248, 252, 255, 255, 
  0,   0,   0,   0,   0,  15,  24,  35,  46,  56,  66,  78,  88,  99, 112, 124, 135, 146, 157, 168, 178, 188, 196, 204, 212, 219, 226, 235, 242, 248, 252, 255, 255, 
  0,   0,   0,   0,   0,  14,  23,  33,  45,  53,  63,  75,  86,  97, 109, 120, 131, 143, 154, 165, 175, 185, 194, 203, 210, 218, 225, 233, 241, 247, 252, 255, 255, 
  0,   0,   0,   0,   0,   9,  20,  29,  41,  50,  60,  70,  82,  93, 105, 116, 128, 140, 151, 162, 173, 183, 192, 201, 209, 217, 225, 233, 241, 247, 252, 255, 255, 
  0,   0,   0,   0,   0,   4,  16,  26,  36,  47,  56,  67,  79,  89, 101, 112, 124, 136, 147, 159, 170, 180, 190, 199, 208, 216, 223, 232, 240, 246, 251, 255, 255, 
